2022-01-24 13:02:11.041439 ; Session        ; Debug       ; Session log loaded as 'C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release\SessionLogs\tap 2022-01-24 13-02-09.txt'. [17.0 ms]
2022-01-24 13:03:10.349242 ; Plugin         ; Information ; Succesfully ran install step  'tap.exe path register'.  [3.46 s]
2022-01-24 13:03:10.349242 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2022-01-24 13:03:10.349242 ; Installer      ; Information ; Installed OSIntegration version 1.4.0+c70929ac [3.47 s]
2022-01-24 13:03:10.350250 ; Installer      ; Information ; Package 'OSIntegration' contains possibly relevant plugins for next package installations. Searching for plugins.. [3.48 s]
2022-01-24 13:03:10.351251 ; Installer      ; Information ; Installing C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release\PackageCache\Timing Analyzer.9.16.5+1527f98a.x64.TapPackage
2022-01-24 13:03:10.401248 ; Resolver       ; Debug       ; Found 22/82 assembly files. [49.9 ms]
2022-01-24 13:03:10.448245 ; Searcher       ; Debug       ; Ordered 15 assemblies according to references. [46.3 ms]
2022-01-24 13:03:10.470250 ; PluginManager  ; Debug       ; Found 11 plugin assemblies containing 217 plugin types. [68.7 ms]
2022-01-24 13:03:10.470250 ; PluginManager  ; Debug       ; Found version 9.16.4+654f0b6b  of OpenTap.dll
2022-01-24 13:03:10.470250 ; PluginManager  ; Debug       ; Found version 9.16.4+654f0b6b  of OpenTap.Package.dll
2022-01-24 13:03:10.470250 ; PluginManager  ; Debug       ; Found version 9.16.4+654f0b6b  of OpenTap.Plugins.BasicSteps.dll
2022-01-24 13:03:10.470250 ; PluginManager  ; Debug       ; Found version 9.11.0+98498e58  of Csv.dll from C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release\Packages\CSV\Csv.dll
2022-01-24 13:03:10.470250 ; PluginManager  ; Debug       ; Found version 1.0.0            of OpenTap.OSIntegration.Windows.dll from C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release\Packages\OSIntegration\OpenTap.OSIntegration.Windows.dll
2022-01-24 13:03:10.470250 ; PluginManager  ; Debug       ; Found version 9.16.4+654f0b6b  of OpenTap.Sdk.New.dll from C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release\Packages\SDK\OpenTap.Sdk.New.dll
2022-01-24 13:03:10.470250 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SqlDatabase.dll from C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release\Packages\SQLite and PostgreSQL\Keysight.OpenTap.Plugins.ResultListener.SqlDatabase.dll
2022-01-24 13:03:10.470250 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.PostgreSQL.dll from C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release\Packages\SQLite and PostgreSQL\Keysight.OpenTap.Plugins.ResultListener.PostgreSQL.dll
2022-01-24 13:03:10.470250 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SQLite.dll from C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release\Packages\SQLite and PostgreSQL\Keysight.OpenTap.Plugins.ResultListener.SQLite.dll
2022-01-24 13:03:10.470250 ; PluginManager  ; Debug       ; Found version 9.16.5+1527f98a  of Keysight.OpenTap.Wpf.dll from C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release\Packages\WPF Controls\Keysight.OpenTap.Wpf.dll
2022-01-24 13:03:10.470250 ; PluginManager  ; Debug       ; Found version 1.2.2+ebf9ebe5   of OpenTap.VSSdk.Installer.dll from C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release\Packages\Visual Studio SDK\Install\OpenTap.VSSdk.Installer.dll
2022-01-24 13:03:10.470250 ; PluginManager  ; Debug       ; Searched 22 Assemblies. [68.9 ms]
2022-01-24 13:03:10.471244 ; PluginManager  ; Debug       ; Loaded OpenTap. [165 us]
2022-01-24 13:03:10.471244 ; PluginManager  ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [487 us]
2022-01-24 13:03:10.471244 ; PluginManager  ; Debug       ; Loaded OpenTap.Package. [552 us]
2022-01-24 13:03:10.480248 ; PluginManager  ; Debug       ; Loaded OpenTap.OSIntegration.Windows. [8.53 ms]
2022-01-24 13:03:10.505243 ; PluginManager  ; Debug       ; Loaded mscorlib. [600 ns]
2022-01-24 13:03:10.624247 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/TimingAnalyzer.exe [60.6 ms]
2022-01-24 13:03:10.640244 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/TimingAnalyzerHelp.chm [16.5 ms]
2022-01-24 13:03:10.653245 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/OxyPlot.Wpf.1.0.0.0/OxyPlot.Wpf.dll [12.3 ms]
2022-01-24 13:03:10.685254 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/OxyPlot.1.0.0.0/OxyPlot.dll [32.2 ms]
2022-01-24 13:03:10.691244 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Runtime.4.1.2.0/System.Runtime.dll [5.60 ms]
2022-01-24 13:03:10.695242 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Collections.4.0.11.0/System.Collections.dll [3.98 ms]
2022-01-24 13:03:10.699246 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Diagnostics.Debug.4.0.11.0/System.Diagnostics.Debug.dll [4.39 ms]
2022-01-24 13:03:10.705250 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Reflection.4.1.2.0/System.Reflection.dll [5.48 ms]
2022-01-24 13:03:10.711243 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Text.RegularExpressions.4.1.1.0/System.Text.RegularExpressions.dll [6.50 ms]
2022-01-24 13:03:10.716245 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Runtime.Extensions.4.1.2.0/System.Runtime.Extensions.dll [4.29 ms]
2022-01-24 13:03:10.720245 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.IO.4.1.2.0/System.IO.dll [4.25 ms]
2022-01-24 13:03:10.727243 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Xml.ReaderWriter.4.1.1.0/System.Xml.ReaderWriter.dll [6.95 ms]
2022-01-24 13:03:10.733243 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Text.Encoding.4.0.11.0/System.Text.Encoding.dll [6.37 ms]
2022-01-24 13:03:10.738247 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Globalization.4.0.11.0/System.Globalization.dll [4.92 ms]
2022-01-24 13:03:10.744245 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Threading.4.0.11.0/System.Threading.dll [5.61 ms]
2022-01-24 13:03:10.749245 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Linq.4.1.2.0/System.Linq.dll [4.70 ms]
2022-01-24 13:03:10.757246 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Reflection.Extensions.4.0.1.0/System.Reflection.Extensions.dll [8.49 ms]
2022-01-24 13:03:10.762246 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/Timing Analyzer/package.xml [4.70 ms]
2022-01-24 13:03:10.772245 ; PluginManager  ; Debug       ; Loaded Keysight.OpenTap.Wpf. [9.12 ms]
2022-01-24 13:03:10.789254 ; Package        ; Debug       ; Available custom actions for 'install' stage. (1 actions: OS Integration - File associations and start menu items)
2022-01-24 13:03:10.795246 ; OS Integration ; Information ; Skipping OS Integration (OPENTAP_DEBUG_INSTALL environment variable is set).
2022-01-24 13:03:10.795246 ; Installer      ; Information ; Installed Timing Analyzer version 9.16.5+1527f98a [443 ms]
2022-01-24 13:03:10.795246 ; Installer      ; Information ; Installing C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release\PackageCache\Results Viewer.9.16.5+1527f98a.x64.TapPackage
2022-01-24 13:03:10.861243 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/ResultsViewer.exe [54.4 ms]
2022-01-24 13:03:10.905244 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/RunExplorer.exe [44.0 ms]
2022-01-24 13:03:10.921243 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/ResultsViewerHelp.chm [15.2 ms]
2022-01-24 13:03:10.933247 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/RunExplorerHelp.chm [12.3 ms]
2022-01-24 13:03:10.962243 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/OxyPlot.1.0.0.0/OxyPlot.dll [28.4 ms]
2022-01-24 13:03:10.973247 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/OxyPlot.Wpf.1.0.0.0/OxyPlot.Wpf.dll [11.5 ms]
2022-01-24 13:03:10.994241 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/DocX.1.0.0.22/DocX.dll [21.0 ms]
2022-01-24 13:03:11.009245 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/ReactiveUI.6.5.0.0/ReactiveUI.dll [14.7 ms]
2022-01-24 13:03:11.015247 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Reactive.Interfaces.2.2.5.0/System.Reactive.Interfaces.dll [6.13 ms]
2022-01-24 13:03:11.026241 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Reactive.Core.2.2.5.0/System.Reactive.Core.dll [10.9 ms]
2022-01-24 13:03:11.071246 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Reactive.Linq.2.2.5.0/System.Reactive.Linq.dll [44.6 ms]
2022-01-24 13:03:11.078246 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Runtime.4.1.2.0/System.Runtime.dll [6.73 ms]
2022-01-24 13:03:11.082241 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Collections.4.0.11.0/System.Collections.dll [3.88 ms]
2022-01-24 13:03:11.086243 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Diagnostics.Debug.4.0.11.0/System.Diagnostics.Debug.dll [4.51 ms]
2022-01-24 13:03:11.091247 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Reflection.4.1.2.0/System.Reflection.dll [5.03 ms]
2022-01-24 13:03:11.096245 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Text.RegularExpressions.4.1.1.0/System.Text.RegularExpressions.dll [4.37 ms]
2022-01-24 13:03:11.100251 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Runtime.Extensions.4.1.2.0/System.Runtime.Extensions.dll [4.08 ms]
2022-01-24 13:03:11.104244 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.IO.4.1.2.0/System.IO.dll [4.02 ms]
2022-01-24 13:03:11.110245 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Xml.ReaderWriter.4.1.1.0/System.Xml.ReaderWriter.dll [5.77 ms]
2022-01-24 13:03:11.115243 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Text.Encoding.4.0.11.0/System.Text.Encoding.dll [4.74 ms]
2022-01-24 13:03:11.119246 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Globalization.4.0.11.0/System.Globalization.dll [4.52 ms]
2022-01-24 13:03:11.124243 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Threading.4.0.11.0/System.Threading.dll [4.43 ms]
2022-01-24 13:03:11.130244 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Linq.4.1.2.0/System.Linq.dll [6.30 ms]
2022-01-24 13:03:11.135244 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Reflection.Extensions.4.0.1.0/System.Reflection.Extensions.dll [4.34 ms]
2022-01-24 13:03:11.146244 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/Splat.1.6.2.0/Splat.dll [11.0 ms]
2022-01-24 13:03:11.152246 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Reactive.Windows.Threading.2.2.5.0/System.Reactive.Windows.Threading.dll [6.59 ms]
2022-01-24 13:03:11.162243 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/System.Reactive.PlatformServices.2.2.5.0/System.Reactive.PlatformServices.dll [9.45 ms]
2022-01-24 13:03:11.167243 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/Results Viewer/package.xml [4.76 ms]
2022-01-24 13:03:11.167243 ; Package        ; Debug       ; Available custom actions for 'install' stage. (1 actions: OS Integration - File associations and start menu items)
2022-01-24 13:03:11.167243 ; OS Integration ; Information ; Skipping OS Integration (OPENTAP_DEBUG_INSTALL environment variable is set).
2022-01-24 13:03:11.167243 ; Installer      ; Information ; Installed Results Viewer version 9.16.5+1527f98a [372 ms]
2022-01-24 13:03:11.167243 ; Installer      ; Information ; Installing C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release\PackageCache\Editor.9.16.5+1527f98a.x64.TapPackage
2022-01-24 13:03:11.255295 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/EditorHelp.chm [82.9 ms]
2022-01-24 13:03:11.343293 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Editor.exe [88.2 ms]
2022-01-24 13:03:11.427293 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/PackageManager.exe [83.5 ms]
2022-01-24 13:03:11.436296 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/Keysight.Kal.Licensing.Api.4.0.0.0/Keysight.Kal.Licensing.Api.dll [8.99 ms]
2022-01-24 13:03:11.471294 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Dependencies/AvalonDock.4.60.0.0/AvalonDock.dll [34.7 ms]
2022-01-24 13:03:11.475295 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/Editor/package.xml [4.42 ms]
2022-01-24 13:03:11.476298 ; Package        ; Debug       ; Available custom actions for 'install' stage. (1 actions: OS Integration - File associations and start menu items)
2022-01-24 13:03:11.476298 ; OS Integration ; Information ; Skipping OS Integration (OPENTAP_DEBUG_INSTALL environment variable is set).
2022-01-24 13:03:11.476298 ; Installer      ; Information ; Installed Editor version 9.16.5+1527f98a [308 ms]
2022-01-24 13:03:11.476298 ; Installer      ; Information ; Installing C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release\PackageCache\Developer's System.9.16.5+1527f98a.TapPackage
2022-01-24 13:03:11.482295 ; package        ; Debug       ; Decompressed C:/Users/seokchoi/source/repos/Oscilloscope/Oscilloscope/bin/Release/Packages/Developer's System/package.xml [3.92 ms]
2022-01-24 13:03:11.482295 ; Package        ; Debug       ; Available custom actions for 'install' stage. (1 actions: OS Integration - File associations and start menu items)
2022-01-24 13:03:11.482295 ; OS Integration ; Information ; Skipping OS Integration (OPENTAP_DEBUG_INSTALL environment variable is set).
2022-01-24 13:03:11.482295 ; Installer      ; Information ; Installed Developer's System version 9.16.5+1527f98a [6.59 ms]
2022-01-24 13:03:11.566299 ; CLI            ; Debug       ; CLI action returned exit code: 0 [58.9 s]
